userId_1,userId_2,movieIds
18,24,6 32 50 165 296 318 356 457 593 608 780 1198 1246 1370 1527 1580 1653 1682 1704 1784 2028 2115 2421 2571 3147 3578 4262 4973 4995 5418 5445 5903 7293 8784 27773 31685 38061 44191 51662 54286 58559 59615 64957 68157 68358 70286 72011 79132 91529 91542 96610 111759 119145 122886 134130 134853 139385 
18,25,231 260 527 1198 2028 2571 3578 4993 5952 7153 58559 59315 68157 68954 74458 79132 91529 116797 177593 180095 
18,26,34 47 165 208 288 296 344 356 380 457 593 
18,27,1 2 34 260 356 364 367 480 590 595 648 673 745 780 913 924 1148 1196 1198 1201 1207 1210 1222 1247 1270 1276 1356 1580 1721 2012 2115 2951 3681 3751 
18,28,6 16 32 47 50 110 145 260 293 296 318 337 356 377 442 457 480 508 527 541 555 589 590 593 608 778 780 858 924 1036 1080 1089 1095 1136 1196 1198 1201 1206 1208 1209 1210 1213 1214 1221 1222 1234 1240 1245 1275 1276 1356 1371 1374 1466 1517 1527 1580 1608 1617 1625 1653 1682 1704 1729 1732 2000 2012 2028 2058 2194 2268 2278 2329 2412 2490 2542 2571 2683 2706 2762 2951 2959 2997 3052 3147 3275 3578 3681 3702 3793 3949 3994 4011 4226 4327 4993 4995 5349 5418 5445 5464 5903 5952 5956 5989 5995 6333 6365 6378 6534 6539 6548 6807 6870 6874 6934 7153 7361 7438 8361 8641 8644 8665 8798 8950 8961 26614 27831 30812 32587 33004 33794 34150 34405 36529 37386 37741 38061 40819 44191 44199 44665 46578 48516 48780 49651 51540 51662 52604 53972 54286 55118 55247 55276 55290 55765 57528 57640 57669 58559 59315 60040 60684 64614 64839 64957 68319 68358 70286 72378 72998 
18,29,50 165 296 318 356 780 858 904 924 1136 1198 1201 1208 1209 1213 1222 1270 1617 2028 2420 2951 3578 3681 4327 5464 5995 6787 48516 51540 70286 80489 87232 99114 111362 111759 
18,30,110 260 318 589 1036 1196 1198 1210 1240 1291 2571 4993 5952 7153 33794 58559 59315 68358 68954 79132 91529 109487 111759 112852 116823 122904 
18,31,1 165 344 377 588 648 780 784 1036 1136 1196 1198 1214 1240 1246 1270 1356 1391 
18,32,1 6 32 36 50 260 296 318 337 527 593 608 628 648 653 780 784 849 1036 1080 1086 1196 1198 1356 1391 
18,33,1 32 34 36 50 110 223 293 296 318 337 356 457 508 527 588 589 593 608 778 919 1059 1095 1210 1213 1245 1580 1617 1653 1682 1704 1721 1784 1805 1918 2028 2058 2268 2291 2324 2490 2542 2571 2762 
18,34,70 110 145 163 318 356 377 589 780 1036 1391 1527 1580 1682 1721 2324 2571 2762 2953 2959 3052 3793 4226 4306 4643 4973 5349 5459 5952 6333 6378 6539 6874 6934 7438 8957 31685 45499 
18,35,50 231 235 590 595 
18,36,318 904 908 919 1086 1222 1234 1252 1617 1704 1892 2012 2194 4995 5464 5956 
18,37,165 231 296 318 329 344 356 380 457 590 593 
18,38,50 110 163 208 223 235 296 318 329 337 356 364 367 377 380 435 457 466 480 500 508 527 555 586 588 590 593 595 648 
18,39,32 47 50 260 296 364 457 588 589 593 608 745 858 908 924 1036 1089 1136 1196 1198 1210 1213 1214 1219 1221 1270 1276 1291 1527 1617 1729 1954 2571 2692 2762 2997 3793 
18,40,1 34 104 110 111 163 165 208 223 231 235 296 318 329 337 344 364 367 380 431 435 457 588 590 595 
18,41,47 50 111 288 293 296 356 380 541 593 595 608 778 924 1089 1206 1208 1213 1214 1219 1222 1682 1704 1721 1732 1784 1961 2028 2115 2268 2324 2329 2571 2692 2959 3081 3578 3949 4011 4226 4262 4306 4816 4963 4973 5418 5816 5952 5989 5995 6287 6373 6377 6539 6870 6874 7293 7361 7438 8641 8961 30812 31685 37729 46578 48394 48516 48780 50872 51662 54272 54286 55247 55765 57669 64839 67255 68157 68954 69122 69757 71899 79132 88129 91529 99114 104879 109374 112183 112552 115713 118900 122904 139385 150548 
18,42,16 47 50 104 110 163 165 223 231 260 288 296 318 344 356 364 380 442 457 466 527 555 586 590 593 628 648 780 784 858 924 1020 1036 1089 1196 1210 1213 1221 1222 1245 1246 1270 1370 1374 1391 1466 1517 1580 1608 1617 1625 1653 1682 1704 1729 1784 1805 1892 1918 1961 2000 2001 2002 2011 2028 2115 2194 2268 2278 2329 2420 2421 2490 2571 2683 2706 2918 2959 2997 3052 3253 3257 3578 3793 4007 4262 
18,43,1 34 47 110 165 208 231 288 296 318 329 344 356 364 367 374 377 380 435 442 457 480 500 502 588 589 590 595 648 1356 
18,44,1 6 36 104 260 648 673 780 849 1210 1391 1517 1544 
18,45,1 6 32 50 70 104 110 165 180 223 231 260 296 329 344 356 364 367 370 380 435 457 466 480 500 541 586 588 589 590 593 595 648 778 780 784 849 858 919 924 1020 1036 1059 1080 1136 1196 1198 1210 1213 1221 1240 1246 1270 1291 1356 1370 1371 1374 1375 1391 1517 1527 1580 1608 1653 1676 1682 1704 1721 1729 1732 1784 1961 2011 2012 2028 2115 2268 2324 2329 2470 2571 2683 2706 2762 2918 2959 2997 3052 3147 3253 3578 3793 4011 4306 4886 4896 4963 4993 5218 5349 5418 5445 5481 5989 6287 6333 6365 6373 6377 6539 8360 8665 33004 50872 53125 53996 54272 54286 
18,46,1 32 50 110 111 165 208 231 288 318 344 364 367 380 435 457 588 590 593 595 
18,47,47 318 356 500 508 590 593 1203 1580 1721 1961 2028 2291 2420 2762 2959 3147 3949 5669 5679 5989 6373 6870 8958 30793 30812 31685 40819 55247 69122 72998 91658 97938 106782 112183 112552 139385 148626 161582 
18,48,653 780 1193 1356 1527 1580 1625 1653 2115 2194 2571 3793 4886 5349 5445 5903 6333 
18,49,110 318 356 527 1214 2028 2571 5218 6377 70286 79132 109487 122920 139385 168252 
18,50,1 32 111 165 296 318 356 541 593 608 858 923 924 1036 1080 1136 1148 1198 1201 1206 1208 1223 1252 1291 1370 1391 1580 1682 1721 1732 2019 2420 2571 2959 3462 3949 4226 4306 4886 4896 5218 5459 5669 5816 6377 6539 6807 6874 7438 8361 8368 8961 27773 30793 33794 38038 44022 44555 45517 46578 48780 50872 54272 55247 58559 59615 59784 69122 71156 72378 72998 74458 78499 79132 79702 96610 97938 99114 106782 109374 109487 110102 112183 112552 116797 117176 122904 122918 128620 139385 148626 158238 176101 
18,51,2 36 70 111 260 344 377 380 442 466 527 555 589 593 653 849 858 919 924 1196 1201 1214 1276 1371 1391 1580 1608 1784 1805 1918 2011 2194 2291 2420 2470 2490 2683 2762 2951 3253 3257 3681 3785 3949 3994 4262 4327 4886 5459 5481 5816 5956 6807 6934 7147 7254 7438 8784 33615 51662 54286 58559 59615 60074 
18,52,260 293 318 356 364 588 1196 1198 1210 1704 1784 2324 2571 2959 5418 5669 6874 7153 7361 7438 8665 8961 31685 34405 36529 37733 44191 44665 47200 48516 49651 50872 51662 54286 55118 55276 55765 57528 57669 58559 59784 60684 68358 68954 69122 70286 72998 73017 74458 79132 89745 98809 112852 119145 122886 122900 122904 134130 134853 
18,53,
18,54,1 32 47 50 110 288 296 318 329 356 377 457 480 500 586 588 589 590 593 595 
18,55,673 1275 2278 2490 2542 3275 4011 27831 44665 48516 54286 
18,56,47 110 165 208 231 288 296 318 329 344 356 364 367 370 380 457 480 589 593 
18,57,1 6 32 50 70 104 110 208 235 260 296 329 356 364 367 377 380 431 442 457 480 500 527 541 588 589 590 593 595 608 648 653 673 745 778 780 849 858 904 908 913 923 924 1036 1059 1080 1136 1148 1193 1196 1198 1201 1206 1208 1210 1212 1221 1222 1223 1234 1240 1252 1270 1275 1276 1291 1356 1370 1371 1374 1375 1391 1517 1527 1544 1580 1608 1617 1653 1676 1682 1704 1721 1784 1954 2000 2001 2002 2019 2028 2115 2194 2268 2291 2324 2470 2490 2571 2683 2706 2762 2918 2951 2997 3081 3253 3578 3681 
18,58,32 36 47 50 110 165 208 223 231 288 293 296 318 337 344 356 364 367 377 380 435 457 480 500 508 527 555 588 589 590 595 648 780 
18,59,110 111 260 367 480 527 541 589 593 608 648 780 858 904 913 924 1086 1196 1208 1210 1212 1219 1221 1222 1247 1252 1580 1617 1625 1918 2028 2571 3462 
18,60,50 318 527 858 1203 58559 
18,61,16 32 50 235 293 318 555 593 1080 1089 1201 1208 1213 1214 1653 1917 2012 3949 4011 4226 4993 5952 6874 7153 7361 7438 27831 
18,62,2 6 47 110 260 293 296 318 344 356 527 586 593 778 858 1089 1193 1196 1198 1203 1210 1221 1246 1270 1291 1580 1653 1682 1704 1721 1732 1961 2011 2012 2028 2115 2329 2571 2762 2953 2959 3147 3578 3793 3949 3994 4011 4262 4306 4896 4963 4973 4993 4995 5349 5445 5459 5816 5903 5952 5989 5995 6333 6365 6373 6534 6539 6863 6874 6934 7153 7254 7293 7361 7373 7438 8360 8368 8641 8950 8961 8984 27831 30793 32587 33794 34150 36529 37729 37733 38061 44191 45499 45517 45722 48394 48516 48780 51540 51662 52604 53125 53464 56757 58559 59315 60040 60074 60684 60756 64957 68157 68319 68954 69122 69757 72011 72998 73017 74458 74789 77561 79132 79702 85414 86332 86880 87232 88140 89745 91500 91529 91542 91658 96610 97938 98809 99114 102125 102903 103772 104879 106072 106487 106489 106782 109374 109487 110102 111362 111759 112552 112852 115713 116797 116823 117176 122886 122892 122900 122904 122918 122920 122924 122926 135569 139385 150548 158238 159093 162606 164179 166635 168252 185135 
18,63,1 32 34 47 50 110 111 165 208 231 260 293 296 318 344 356 364 367 377 480 500 527 555 586 588 589 595 608 648 745 778 780 858 913 924 1036 1080 1089 1136 1148 1193 1196 1198 1201 1203 1208 1210 1213 1214 1221 1222 1223 1234 1270 1291 1527 1580 1617 1682 1704 1732 2000 2028 2115 2329 2542 2571 2683 2692 2918 2959 2997 3578 3751 3785 3793 3949 4011 4226 4262 4306 4816 4886 4896 4963 4993 4995 5218 5349 5418 5445 5464 5481 5669 5903 5952 5989 6365 6539 6874 6934 7153 7254 7361 7438 8361 8665 8917 30793 32587 33004 33794 38038 45722 48516 48780 50872 53125 53972 54272 54286 57669 58559 59615 68358 68954 73017 74458 77561 78499 79132 79702 85414 87232 88140 89745 91500 91529 91658 96610 102445 106487 110102 111362 111759 112852 122892 134853 
18,64,1 6 16 32 34 36 47 50 70 104 110 111 163 223 231 260 293 296 318 344 356 364 367 370 377 435 466 480 500 527 555 586 588 589 590 593 595 608 628 778 780 784 858 908 919 924 1036 1059 1089 1136 1148 1193 1196 1203 1207 1208 1210 1213 1214 1221 1222 1240 1276 1391 1466 1517 1527 1580 1617 1625 1682 1704 1729 1732 1784 1805 1917 1961 2019 2028 2115 2194 2268 2278 2291 2324 2329 2420 2470 2542 2571 2683 2692 2706 2762 2918 2959 2997 3052 3147 3253 3257 3785 3793 3949 3994 4011 4226 4239 4262 4306 4816 4886 4896 4973 4993 5218 5266 5418 5445 5481 5669 5679 5816 5903 5952 5956 6287 6333 6365 6373 6377 6539 6863 6870 6874 7147 7153 7254 7293 7318 7361 7438 8360 8368 8641 8784 8798 8917 8950 8957 8961 27773 30793 32587 33794 37733 40819 46578 
18,65,318 527 1036 1246 1682 2028 2329 2959 3147 4226 4993 7153 8798 36529 44191 48780 55247 58559 64614 74458 79132 88140 91542 97752 109487 111759 116797 122904 
18,66,1 32 47 50 110 111 208 223 260 293 296 318 337 356 380 442 457 480 541 555 586 589 590 593 608 628 780 849 919 1036 1080 1089 1136 1196 1198 1201 1203 1206 1210 1213 1214 1222 1240 1246 1247 1252 1270 1275 1356 1370 1517 1527 1625 1682 1704 1784 1917 1918 1961 2000 2001 2002 2011 2019 2028 2115 2194 2268 2291 2420 2421 2470 2571 2683 2706 2762 2918 2951 2959 3052 3578 4226 4306 4886 4993 5349 5418 5445 5459 5464 5481 5574 5952 6287 6333 6377 6378 6539 6807 6874 7018 7147 7153 7293 7361 7373 7438 8360 8665 8784 8798 8961 
18,67,293 296 318 356 589 1036 1270 1291 1527 1580 2011 2012 2028 2329 2571 2959 4011 4306 4886 4993 5418 5574 5952 6377 6539 7153 68157 79132 99114 
18,68,1 2 6 16 34 47 50 70 104 110 163 165 180 208 223 231 260 293 296 318 337 344 356 364 367 370 377 380 435 442 457 466 480 500 508 527 541 555 586 588 589 590 593 595 608 628 648 653 780 858 919 923 924 1020 1036 1059 1089 1136 1193 1196 1198 1201 1206 1207 1208 1210 1213 1214 1219 1221 1222 1234 1240 1270 1275 1276 1291 1370 1391 1466 1517 1527 1544 1580 1608 1617 1625 1653 1676 1682 1704 1721 1729 1732 1784 1805 1892 1917 1918 1954 1961 2000 2001 2002 2011 2012 2019 2028 2115 2194 2268 2278 2291 2324 2329 2409 2411 2420 2470 2490 2542 2571 2683 2692 2706 2762 2918 2953 2959 2997 3052 3081 3147 3253 3257 3275 3578 3702 3785 3793 3949 3994 4011 4226 4239 4262 4306 4643 4816 4886 4896 4963 4973 4993 4995 5218 5266 5349 5418 5445 5459 5464 5481 5574 5669 5679 5816 5952 5989 5995 6287 6333 6365 6373 6377 6378 6534 6539 6709 6863 6870 6874 6888 6934 7153 7254 7293 7361 7373 7438 8360 8361 8368 8641 8644 8665 8784 8798 8917 8958 8961 8984 26614 27773 27831 30812 31685 32587 33004 33615 33794 34150 34405 36519 37729 37733 38061 44022 44191 44199 44665 45499 45517 45722 46578 46965 47200 48394 48516 48780 49651 50872 51540 51662 53125 53129 53318 53464 53972 53996 54272 54286 55118 55247 55765 56757 57640 57669 58295 58299 58559 59315 59615 59784 60040 60074 60684 60756 62434 63131 64839 66934 67255 68157 68319 68358 68954 69122 69757 70286 72011 72998 73017 74458 74789 76251 77561 78499 79132 79702 86190 86332 86880 87232 88129 88140 89745 91500 91529 95441 98809 99114 102445 106487 106489 106782 109374 111362 111759 112183 112852 116797 116823 119145 122886 122904 122918 134130 139385 142488 164179 166635 168252 
18,69,50 260 296 318 356 541 589 593 924 1193 1196 1210 1580 1721 1917 2571 2762 2951 3793 3994 4643 4963 
18,70,36 318 356 508 527 858 1193 1210 1246 1270 1682 1704 1954 2918 3147 4306 4995 5669 5995 7361 37741 69757 72011 
18,71,1 165 208 260 589 608 648 780 1036 1210 1240 1356 1370 1544 
18,72,32 47 50 110 165 260 296 318 344 356 377 457 527 589 590 593 648 780 858 1193 1196 1198 1210 1221 1270 2329 2490 2571 4973 
18,73,1 260 924 1193 1206 1682 1732 2028 2706 3751 3785 3793 4226 4306 4886 4995 6333 6373 6377 6539 6863 6874 7438 8360 8361 8641 8961 30793 45499 45722 46578 51540 53125 53996 58559 59315 59784 60684 60756 62434 64957 68157 68319 68358 68954 69122 69757 70286 72378 72998 73017 74458 78499 79132 79592 86332 86880 87232 88140 89745 91500 91529 91542 95441 99114 102445 106072 106782 109374 109487 110102 111362 112183 112852 116823 119145 122892 122904 134853 
18,74,111 296 337 608 858 923 1193 1206 1208 1209 1212 1219 1221 1247 1252 1617 2420 2692 2997 3949 4226 4973 5995 6440 6787 6870 7323 27773 37733 37741 44555 46578 48394 48516 51540 55118 55247 55276 55290 56757 
18,75,47 260 435 541 589 908 924 1036 1196 1198 1214 1234 1240 1275 1291 1374 1653 1721 2115 2571 3681 4306 4993 5008 5445 5952 6870 7153 8360 8961 34405 36519 44191 44199 
18,76,1 47 111 260 288 296 318 356 480 541 588 589 593 608 673 745 778 858 923 1080 1089 1136 1148 1196 1201 1206 1208 1213 1214 1221 1247 1682 1732 2019 2571 2762 2918 2959 4226 4963 5445 5679 5952 5956 6373 6377 6539 6874 6934 7153 7254 8641 8957 8961 33004 34405 51662 57669 58559 67255 68157 69122 73017 74458 79132 99114 117176 
18,77,260 1196 1198 1210 2571 3578 4226 4973 4993 5349 5418 5816 5952 5989 6539 7153 7361 7438 8961 33794 54286 58559 79132 109487 
18,78,1 32 165 260 296 318 344 356 370 377 380 466 480 589 590 593 608 648 780 1036 1198 1240 1270 1291 1370 2000 2571 53972 59315 68358 
18,79,6 260 377 457 480 589 858 1196 1210 1221 1222 1240 1291 1374 1580 1954 2000 2019 2028 2571 2692 3578 3702 
18,80,32 50 318 431 593 648 858 1214 1221 1527 1625 1676 2291 2470 2571 2959 3147 3275 4226 4886 4963 4995 5349 5418 5445 5679 5903 5989 6365 6539 6874 6934 7438 8361 8644 8665 8798 8950 8957 33794 44191 44199 44665 48394 48516 48780 51662 52604 53129 53972 54286 55765 58559 59315 60684 69122 70286 72998 74458 76251 77561 79132 80219 80489 85414 86190 87232 91500 91658 102125 
18,81,32 47 110 165 208 231 288 296 318 329 344 356 364 367 377 380 457 480 588 589 
18,82,1 2 6 34 47 104 110 145 163 165 231 260 293 337 344 356 364 367 370 380 442 466 480 588 589 590 595 648 780 784 858 1036 1089 1196 1198 1201 1210 1214 1221 1270 1291 1370 1517 1527 1544 1580 1608 1721 2000 2001 2011 2012 2028 2115 2410 2490 2571 2683 3052 3253 3578 3785 3793 4306 4816 4886 4993 5218 5349 5445 5459 5481 5669 5679 6287 6373 6377 6378 6534 6539 6548 6863 6888 7153 
18,83,110 318 356 364 480 541 586 595 923 924 1036 1206 1222 1223 1246 1270 1291 1653 1676 1682 2028 2115 2324 2762 3147 3462 3578 4226 4306 4963 4973 4993 4995 5349 5418 5903 5952 6539 6874 7153 7254 7323 7438 44191 48394 51662 53318 58559 59615 68954 70286 72998 76251 79132 
18,84,6 34 36 50 165 180 223 235 260 296 318 356 377 380 435 457 480 500 508 527 586 590 593 608 628 858 904 908 919 923 1036 1136 1193 1196 1198 1203 1207 1208 1210 1213 1214 1219 1227 1234 1246 1247 1270 1276 1291 1371 1374 
18,85,527 1207 1391 1704 
18,86,1 165 260 318 356 457 480 588 590 595 648 780 1196 1210 1721 1961 2028 2411 2421 2571 2762 2959 3578 3793 4226 4306 4886 4963 4993 5266 5418 5445 5952 6373 6377 6539 7147 7153 7361 33794 51662 58559 59315 69951 79132 
18,87,1136 4973 
18,88,16 50 223 318 527 1193 1625 1732 2542 3275 4226 4262 4963 4993 4995 5418 5952 5989 5995 6870 6874 7147 7153 7438 8665 8950 44191 46578 48394 48516 54286 58559 68157 79132 
18,89,1 104 356 588 745 1080 1136 1148 1223 1234 1270 1517 1580 1682 1732 2324 2683 2706 2918 2997 3462 3751 3785 4306 4728 4886 4973 5218 5481 6287 6863 7293 8360 30793 31685 33004 38038 44022 45517 46578 50872 59784 69122 69757 78469 96655 109374 158238 
18,90,1 32 36 260 608 780 1356 
18,91,1 2 6 16 32 36 47 50 104 110 111 163 165 208 223 231 235 260 288 293 296 318 329 337 344 356 364 367 370 374 377 380 435 442 457 466 480 500 502 541 555 586 588 589 590 593 595 608 628 648 653 745 778 780 784 858 904 908 919 923 924 1036 1080 1089 1136 1148 1193 1196 1198 1201 1206 1207 1208 1210 1213 1214 1219 1221 1234 1240 1246 1270 1276 1291 1356 1370 1374 1375 1391 1517 1527 1544 1580 1608 1617 1653 1676 1682 1704 1805 1917 1954 1961 2000 2001 2002 2011 2012 2019 2028 2058 2115 2194 2268 2291 2420 2542 2571 2683 2692 2706 2762 2918 2959 2997 3081 3147 3275 3578 3681 3785 3793 3949 3994 4007 4226 4262 4306 4327 4886 4896 4963 4993 5349 5418 5445 5459 5464 5669 5679 5903 5952 5989 6333 6365 6378 6539 6807 6863 6874 7153 7438 8368 8798 8961 
18,92,51662 69757 
18,93,1 2 34 110 260 318 329 356 367 380 480 527 588 590 593 648 653 849 1356 1580 1676 1704 1721 1784 1917 2012 2028 2268 
18,94,2 32 34 47 110 165 208 231 288 296 318 329 337 344 356 364 367 377 380 435 457 480 500 586 588 589 590 593 
18,95,32 34 260 293 480 541 589 608 913 924 1036 1089 1196 1198 1206 1208 1210 1214 1221 1240 1247 1270 1291 1374 1527 1617 1653 2028 2115 2268 2571 2692 2706 3702 3793 3994 4262 4973 5349 5418 5445 5464 5816 5952 5956 6333 6365 6378 6534 6863 6934 7361 7373 8644 
18,96,1 34 50 110 260 296 367 377 380 480 527 589 648 780 858 1036 1089 1198 1210 1214 1221 1291 1617 1625 1721 2000 2028 2058 2115 2571 3578 
18,97,377 593 858 1193 1210 1961 2019 2028 2571 3257 3578 3793 4011 4306 4643 4963 4993 
18,98,1 356 364 593 608 858 904 1036 1193 1207 1214 1219 1240 1270 1704 2324 4226 4306 4995 6863 7153 8961 38038 46578 50872 53464 56757 59615 60040 66934 72378 74458 74789 79132 97938 109487 112852 116797 117176 122904 122918 122926 134130 134853 164179 
18,99,145 163 165 231 288 293 296 318 337 344 380 435 555 588 
18,100,16 104 223 235 296 356 377 380 508 555 590 648 919 923 1059 1203 1213 1246 1270 1517 1580 1784 1961 2028 2291 2329 2683 2706 4643 4995 5989 6377 
19,1,1 3 47 70 216 223 231 235 260 316 333 356 362 367 423 457 480 500 543 592 648 661 673 733 736 1031 1032 1049 1073 1089 1092 1097 1127 1136 1196 1197 1198 1210 1214 1219 1240 1256 1258 1265 1270 1278 1291 1377 1396 1500 1517 1552 1573 1580 1617 1625 1644 1676 1732 1777 1805 1920 1967 2000 2005 2012 2033 2046 2048 2054 2078 2094 2105 2115 2137 2139 2143 2174 2193 2253 2338 2387 2406 2414 2450 2470 2478 2502 2528 2571 2617 2628 2640 2641 2657 2700 2716 2797 2858 2916 2959 2985 2987 2997 3033 3034 3052 3176 3243 3247 3253 3273 3440 3448 3450 3479 3489 3578 3671 3740 3744 3793 3809 
19,2,333 3578 
19,3,720 849 1371 2105 2424 
19,4,32 47 235 260 319 348 351 357 368 450 457 539 588 648 708 904 910 930 1057 1073 1077 1079 1086 1136 1179 1196 1197 1198 1219 1259 1265 1291 1391 1500 1517 1580 1597 1617 1732 1834 1885 1892 1895 1907 1923 1967 1968 2078 2145 2150 2174 2186 2203 2359 2406 2467 2571 2628 2683 2762 2763 2791 2858 2959 2997 3033 3044 3175 3176 3255 3358 3481 3489 3591 3809 
19,5,1 34 153 253 316 344 357 364 367 380 410 457 474 588 589 592 597 
19,6,2 3 7 10 13 15 19 32 34 47 54 65 87 92 102 104 135 141 153 158 161 165 170 185 186 196 208 216 231 252 253 256 258 273 289 291 293 316 329 330 332 333 339 344 348 350 351 353 356 357 362 364 366 367 368 370 374 377 378 380 410 432 434 435 440 445 450 455 457 466 468 472 474 480 485 490 494 497 500 520 537 539 540 542 543 546 575 587 588 589 592 597 606 637 640 708 709 711 719 736 762 783 799 818 830 837 839 842 852 880 881 986 1049 1064 1073 
19,7,1 165 260 356 380 466 480 587 588 589 592 648 924 1196 1210 1219 1240 1270 1517 1584 1610 1617 1784 1917 1923 2628 2640 2683 2701 2717 2762 2858 3114 3578 3623 3793 
19,8,2 10 32 34 47 141 153 185 186 208 231 235 252 253 339 356 357 364 367 377 380 432 440 457 480 500 539 586 587 592 597 
19,9,223 627 1037 1198 1270 2011 2012 2901 
19,10,356 588 597 1028 1307 1784 1907 2571 2762 2858 2959 3578 
19,11,10 44 153 165 170 208 356 368 377 380 434 457 466 474 480 589 648 733 736 1210 1391 1552 1573 1584 1597 1784 1882 1917 1918 1923 2002 2027 
19,12,256 357 543 830 1265 1405 2072 2100 2485 2572 2581 2694 2717 
19,13,47 597 1198 1590 2145 2174 2571 3300 3409 3578 3624 3717 3793 3798 
19,14,7 19 32 47 153 231 339 344 351 356 367 377 434 455 480 539 540 586 592 597 
19,15,1 44 47 158 256 260 293 356 364 588 589 849 1196 1198 1200 1210 1214 1240 1265 1270 1347 1527 1653 1909 2001 2011 2012 2081 2150 2571 2762 2858 2916 2959 3156 3499 3510 3535 3578 
19,16,47 260 293 319 356 541 745 849 904 913 1089 1136 1148 1193 1196 1197 1198 1214 1219 1267 1617 2490 2571 2641 2723 2762 2858 2959 3108 3683 
19,17,1 44 47 260 293 356 480 541 589 592 904 910 1032 1089 1193 1196 1197 1198 1210 1234 1240 1258 1259 1270 1291 1375 1405 1732 1967 2005 2502 2571 2717 2762 2858 2959 3039 3263 
19,18,1 2 32 34 47 70 104 165 208 223 231 235 260 293 329 344 356 364 367 370 374 377 380 435 442 457 466 480 500 541 586 588 589 648 653 673 745 849 904 913 924 1020 1086 1089 1136 1148 1193 1196 1198 1210 1214 1219 1234 1240 1270 1291 1356 1371 1374 1375 1391 1517 1527 1544 1580 1617 1625 1653 1676 1732 1784 1805 1892 1917 1918 1924 2000 2001 2002 2011 2012 2115 2184 2470 2490 2571 2683 2706 2762 2918 2953 2959 2997 3052 3081 3253 3257 3578 3751 3785 3793 
19,20,2 13 34 48 107 158 362 364 551 586 588 661 709 720 783 837 986 1021 1028 1031 1032 1073 1097 1148 1333 1367 1380 1489 1566 1688 1722 1848 1907 1919 2005 2033 2048 2054 2078 2081 2092 2100 2137 2140 2167 2294 2355 2394 2617 2657 2687 2700 2701 2709 2746 2804 2857 2987 3034 3114 3300 3301 3396 3397 3398 3483 3510 3535 3536 3578 3623 3624 3744 3751 3784 3793 
19,21,1 2 10 19 44 48 165 170 260 293 356 364 367 370 435 480 500 541 551 586 588 589 592 597 648 719 733 743 745 1148 1196 1198 1200 1210 1214 1240 1265 1270 1291 1391 1527 1544 1573 1580 1722 1909 1918 2000 2001 2002 2011 2012 2052 2115 2167 2174 2355 2424 2571 2617 2628 2683 2700 2706 2716 2717 2762 2763 2858 2916 2953 2959 2985 3082 3114 3253 3489 3578 3623 3793 
19,22,107 216 253 356 541 1193 2723 2959 2968 3481 3489 3578 3751 
19,23,32 293 541 866 904 913 924 1089 1136 1193 1200 1214 1258 1617 1748 2467 3108 3424 
19,24,32 165 253 316 356 457 733 1047 1197 1198 1265 1297 1396 1527 1580 1653 1663 1784 2115 2134 2424 2571 2617 2916 3578 
19,25,231 260 1198 2571 3578 
19,26,10 34 47 153 165 185 208 344 356 380 434 457 592 
19,27,1 2 34 48 158 260 316 356 364 367 455 480 648 661 673 736 745 783 911 913 924 986 1021 1097 1127 1148 1196 1197 1198 1200 1210 1270 1356 1396 1474 1566 1580 1584 1588 1907 1920 2012 2040 2046 2054 2094 2100 2115 2150 2174 2294 2355 2406 2407 2478 2628 2640 2687 2709 2985 3033 3104 3114 3247 3448 3471 3479 3489 3751 3809 
19,28,32 47 161 253 260 293 316 353 356 377 442 457 474 480 541 589 592 724 733 736 924 1047 1089 1092 1129 1136 1196 1197 1198 1200 1210 1214 1215 1234 1240 1256 1356 1371 1374 1517 1527 1580 1584 1590 1610 1617 1625 1645 1653 1732 1748 1754 1921 1994 2000 2012 2060 2105 2193 2232 2490 2502 2539 2571 2628 2683 2701 2706 2716 2762 2763 2858 2916 2959 2968 2985 2997 3033 3052 3156 3175 3176 3300 3499 3510 3535 3578 3683 3793 
19,29,165 170 316 356 904 924 1136 1198 1270 1617 3578 3591 
19,30,260 589 1196 1198 1200 1210 1240 1291 2571 
19,31,1 7 10 141 165 339 344 377 588 648 733 736 783 788 852 1057 1073 1136 1196 1197 1198 1200 1214 1240 1265 1270 1278 1356 1391 1405 
19,32,1 3 7 32 141 153 252 260 339 353 357 410 440 497 539 592 627 648 653 661 708 719 733 736 761 788 799 849 852 880 1073 1079 1086 1196 1197 1198 1356 1367 1391 1407 1409 
19,33,1 7 32 34 161 223 293 339 356 457 490 497 588 589 866 1210 1500 1542 1580 1610 1614 1617 1653 1658 1777 1784 1805 1885 1888 1918 1923 2108 2294 2302 2355 2396 2485 2490 2539 2571 2762 
19,34,10 70 356 357 377 589 1391 1527 1580 1717 1831 2424 2571 2617 2628 2762 2953 2959 3052 3489 3624 3717 3793 
19,35,185 231 235 252 316 339 592 
19,36,904 1086 1234 1278 1372 1376 1396 1485 1500 1597 1617 1892 2012 2082 2302 2359 2406 2581 3308 3798 
19,37,153 165 231 316 329 344 356 380 457 592 661 671 1073 
19,38,48 153 161 208 223 235 252 253 273 329 339 350 356 357 364 367 368 377 380 410 432 434 435 440 457 466 468 480 485 497 500 539 551 586 588 592 597 648 736 
